Company,InvoiceDate,Year,Region,Country,CustomerID,InvoiceID,OrderID,ProductCategory,ProductID,SKU,Quantity,UnitPrice,UnitCost,DiscountPct,Revenue,Cost,Profit,TaxRate,TaxAmount,ShippingCost,ShipmentDelayDays,PaymentMethod,PaymentStatus,ReturnFlag,ReturnReason,CustomerSatisfaction,LoyaltyTier,ProfitMarginPct,DaysToPayEstimate
BetaWorks,2019-03-29,2019,International,DE,CUST01346,BET-101154,BM7FCJ0OSO,Consumables,PID-9689-310,SKU-877005,4,5.25,3.11,0.0,21.0,12.44,8.56,0.18,3.78,4.16,4,Cash,Overdue,0,,6.7,Bronze,40.76,68
BetaWorks,2024-11-29,2024,South,USA,CUST01109,BET-100003,9LP2E2ASOE,Healthcare,PID-7674-698,SKU-916755,4,90.24,76.19,0.15,306.82,304.76,2.06,0.18,55.23,14.96,5,Bank Transfer,Overdue,0,,9.1,Bronze,0.67,87
BetaWorks,2024-11-26,2024,South,USA,CUST00591,BET-101100,AKN207KIOA,Electronics,PID-2740-787,SKU-224657,4,226.27,117.61,0.0,905.08,470.44,434.64,0.18,162.91,3.85,10,Credit Card,Paid,0,,6.3,Bronze,48.02,2
BetaWorks,2022-04-20,2022,West,USA,CUST00285,BET-101256,VZSLPWLM4F,Hardware,PID-3240-442,SKU-689526,4,1867.8,91.5,0.05,7097.64,366.0,6731.64,0.18,1277.58,18.98,5,Credit Card,Paid,0,,6.7,Bronze,94.84,26
BetaWorks,2024-12-24,2024,North,USA,CUST00457,BET-101107,IWKVYTNDJJ,Healthcare,PID-7674-518,SKU-503759,2,107.11,67.09,0.0,214.22,134.18,80.04,0.18,38.56,10.32,-2,Credit Card,Pending,0,,7.8,Gold,37.36,64
BetaWorks,2019-11-22,2019,West,USA,CUST01125,BET-100303,NM8VH1XSN6,Office Supplies,PID-9397-825,SKU-613514,5,13.25,9.11,0.0,66.25,45.55,20.7,0.18,11.92,5.98,6,Invoice,Paid,0,,9.5,Gold,31.25,11
BetaWorks,2024-05-10,2024,East,USA,CUST00591,BET-100350,AU1ARMX6Z7,Healthcare,PID-7674-721,SKU-629397,4,85.41,64.36,0.1,307.48,257.44,50.04,0.18,55.35,7.56,0,PayPal,Paid,0,,9.4,Bronze,16.27,10
BetaWorks,2019-12-23,2019,International,UK,CUST00942,BET-100956,OD1YOZRB7E,Office Supplies,PID-9397-784,SKU-246648,4,12.17,7.27,0.0,48.68,29.08,19.6,0.18,8.76,29.44,0,Credit Card,Paid,0,,7.5,Bronze,40.26,3
BetaWorks,2020-03-16,2020,South,USA,CUST01456,BET-100949,0EY8LQDWB3,Software,PID-8128-902,SKU-867118,4,113.99,79.47,0.0,455.96,317.88,138.08,0.18,82.07,5.53,-2,Cash,Paid,0,,6.3,Bronze,30.28,9
BetaWorks,2022-01-09,2022,International,UK,CUST01308,BET-100233,SQ4RX9WX1V,Automotive,PID-9817-118,SKU-229489,5,1132.14,599.37,0.15,4811.6,2996.85,1814.75,0.18,866.09,18.66,-2,Bank Transfer,Paid,0,,3.9,Bronze,37.72,19
BetaWorks,2020-02-07,2020,Central,USA,CUST00425,BET-100426,K9OE7TE8RT,Healthcare,PID-7674-460,SKU-192898,6,83.49,52.26,0.0,500.94,313.56,187.38,0.18,90.17,23.98,11,Credit Card,Paid,0,,6.5,Bronze,37.41,26
BetaWorks,2020-08-02,2020,South,USA,CUST00397,BET-100212,YR58MX4YQQ,Accessories,PID-5585-875,SKU-749114,1,35.6,30.03,0.0,35.6,30.03,5.57,0.18,6.41,24.53,-2,Cash,Paid,0,,7.2,Gold,15.65,1
BetaWorks,2020-09-09,2020,West,USA,CUST00391,BET-100982,Y5A9U18MD3,Hardware,PID-3240-615,SKU-712592,3,139.21,116.54,0.2,334.1,349.62,-15.52,0.18,60.14,12.05,-1,Cash,Paid,0,,7.7,Silver,-4.65,22
BetaWorks,2020-07-11,2020,International,DE,CUST00437,BET-100532,97Y8PZL99U,Automotive,PID-9817-357,SKU-495184,3,849.14,405.55,0.15,2165.31,1216.65,948.66,0.18,389.76,14.69,1,PayPal,Paid,0,,5.7,Bronze,43.81,17
BetaWorks,2021-06-04,2021,Central,USA,CUST00822,BET-100063,L3OBOPAB05,Hardware,PID-3240-189,SKU-778407,6,267.48,161.09,0.0,1604.88,966.54,638.34,0.18,288.88,14.57,12,Credit Card,Paid,0,,9.3,Bronze,39.77,16
BetaWorks,2023-03-10,2023,Central,USA,CUST00218,BET-101264,0CTY1CERH6,Hardware,PID-3240-100,SKU-770386,3,178.49,150.28,0.0,535.47,450.84,84.63,0.18,96.38,16.44,1,Credit Card,Paid,0,,4.7,Bronze,15.8,12
BetaWorks,2022-09-25,2022,International,AU,CUST00554,BET-101290,JAC9ONQYQP,Electronics,PID-2740-757,SKU-987087,3,195.56,107.82,0.0,586.68,323.46,263.22,0.18,105.6,13.87,5,Bank Transfer,Paid,0,,9.8,Silver,44.87,28
BetaWorks,2024-02-11,2024,North,USA,CUST01027,BET-100211,FE0X7H2CPC,Furniture,PID-6997-174,SKU-150384,5,430.1,365.15,0.5,1075.25,1825.75,-750.5,0.18,193.54,8.0,0,Cash,Paid,0,,9.5,Platinum,-69.8,17
BetaWorks,2023-07-11,2023,International,UK,CUST00097,BET-101227,ZQINMM5DEP,Office Supplies,PID-9397-487,SKU-889868,4,13.73,7.03,0.0,54.92,28.12,26.8,0.18,9.89,12.2,13,PayPal,Paid,0,,9.6,Bronze,48.8,29
BetaWorks,2021-12-10,2021,International,IN,CUST01231,BET-101083,CP4LMJRJPF,Accessories,PID-5585-245,SKU-333056,6,51.41,38.41,0.0,308.46,230.46,78.0,0.18,55.52,12.14,0,PayPal,Pending,0,,6.3,Gold,25.29,37
BetaWorks,2023-06-30,2023,West,USA,CUST01178,BET-100089,T5JAYSYWU2,Accessories,PID-5585-297,SKU-811218,3,42.03,32.58,0.0,126.09,97.74,28.35,0.18,22.7,10.05,-2,Invoice,Pending,0,,7.8,Bronze,22.48,111
BetaWorks,2024-08-01,2024,International,DE,CUST01138,BET-101195,9450XPOI73,Electronics,PID-2740-653,SKU-132624,4,216.19,106.01,0.0,864.76,424.04,440.72,0.18,155.66,6.72,-2,Invoice,Pending,0,,5.5,Silver,50.96,105
BetaWorks,2021-02-07,2021,International,IN,CUST01426,BET-101018,MZBP3QUHO1,Automotive,PID-9817-209,SKU-598560,3,1429.83,826.65,0.0,4289.49,2479.95,1809.54,0.18,772.11,14.89,4,Bank Transfer,Paid,0,,,Bronze,42.19,5
BetaWorks,2020-08-10,2020,South,USA,CUST00028,BET-100964,K7TJ2GWD8U,Furniture,PID-6997-142,SKU-305855,4,435.86,315.75,0.0,1743.44,1263.0,480.44,0.18,313.82,21.22,-2,Cash,Paid,0,,6.9,Bronze,27.56,5
BetaWorks,2024-08-05,2024,West,USA,CUST01408,BET-100868,A8PFKPOVYH,Hardware,PID-3240-800,SKU-959392,7,132.13,102.4,0.0,924.91,716.8,208.11,0.18,166.48,7.96,-1,Invoice,Paid,0,,4.8,Silver,22.5,7
BetaWorks,2019-07-21,2019,Central,USA,CUST00101,BET-101076,ROL7MAYTXL,Healthcare,PID-7674-110,SKU-214160,3,112.17,57.68,0.2,269.21,173.04,96.17,0.18,48.46,20.34,7,Invoice,Paid,0,,7.7,Bronze,35.72,28
BetaWorks,2021-08-05,2021,Central,USA,CUST00766,BET-100923,KTKP2PXYW7,Electronics,PID-2740-189,SKU-333327,5,183.78,83.46,0.15,781.06,417.3,363.76,0.18,140.59,10.33,7,Cash,Paid,0,,5.2,Gold,46.57,12
BetaWorks,2022-08-13,2022,International,AU,CUST01453,BET-100341,VFSWJZ8DYZ,Consumables,PID-9689-398,SKU-652141,4,,4.07,0.0,,16.28,,0.18,,,2,Cash,Pending,0,,,Bronze,,49
BetaWorks,2021-12-10,2021,North,USA,CUST01246,BET-100204,FQ6D6SUZRD,Electronics,PID-2740-195,SKU-211886,5,183.14,147.68,0.0,915.7,738.4,177.3,0.18,164.83,16.61,2,Credit Card,Paid,0,,5.5,Silver,19.36,12
BetaWorks,2019-03-19,2019,West,USA,CUST01453,BET-101312,4LLS9KSWKR,Electronics,PID-2740-795,SKU-667336,8,363.16,175.8,0.15,2469.49,1406.4,1063.09,0.18,444.51,22.45,5,Cash,Pending,0,,5.0,Silver,43.05,30
BetaWorks,2021-08-25,2021,West,USA,CUST00033,BET-101081,T0LEUPK9IP,Hardware,PID-3240-309,SKU-743823,3,208.9,153.23,0.0,626.7,459.69,167.01,0.18,112.81,12.04,4,Invoice,Paid,0,,7.6,Bronze,26.65,1
BetaWorks,2023-10-23,2023,West,USA,CUST00729,BET-100773,A40JRR7FIE,Software,PID-8128-986,SKU-836165,5,84.33,46.64,0.0,421.65,233.2,188.45,0.18,75.9,15.03,7,Invoice,Paid,0,,7.0,Bronze,44.69,28
BetaWorks,2021-10-07,2021,International,UK,CUST01031,BET-101052,L1CNZ0IVSI,Consumables,PID-9689-760,SKU-770007,2,5.03,3.02,0.0,10.06,6.04,4.02,0.18,1.81,16.37,14,Invoice,Paid,0,,9.4,Platinum,39.96,11
BetaWorks,2023-11-01,2023,North,USA,CUST00329,BET-100474,8K4HBABOI0,Furniture,PID-6997-620,SKU-833400,3,618.7,472.98,0.1,1670.49,1418.94,251.55,0.18,300.69,8.88,3,Cash,Pending,0,,4.9,Bronze,15.06,32
BetaWorks,2022-03-25,2022,North,USA,CUST00632,BET-100822,XJX6YY6FRN,Office Supplies,PID-9397-778,SKU-302772,3,14.0,9.25,0.0,42.0,27.75,14.25,0.18,7.56,2.44,-2,Bank Transfer,Paid,0,,5.1,Silver,33.93,29
BetaWorks,2021-09-07,2021,Central,USA,CUST01344,BET-100207,1SKNXD6ZMB,Software,PID-8128-797,SKU-446293,4,153.27,81.65,0.1,551.77,326.6,225.17,0.18,99.32,11.27,2,Invoice,Paid,0,,3.7,Bronze,40.81,20
BetaWorks,2019-08-01,2019,South,USA,CUST00299,BET-100200,W1DUHBX6AD,Furniture,PID-6997-439,SKU-405946,2,377.34,241.8,0.0,754.68,483.6,271.08,0.18,135.84,19.18,4,Cash,Paid,0,,9.1,Gold,35.92,27
BetaWorks,2021-10-14,2021,Central,USA,CUST00963,BET-100695,ACKLN9TLYO,Services,PID-8674-371,SKU-854584,3,230.54,152.35,0.0,691.62,457.05,234.57,0.18,124.49,16.63,9,Invoice,Paid,1,Damaged,5.6,Silver,33.92,26
BetaWorks,2021-10-17,2021,South,USA,CUST00786,BET-100293,8TMQH3A5F1,Healthcare,PID-7674-672,SKU-764379,6,78.54,48.16,0.0,471.24,288.96,182.28,0.18,84.82,13.36,8,Invoice,Paid,0,,,Bronze,38.68,7
BetaWorks,2024-12-26,2024,East,USA,CUST01254,BET-100800,3X8GGHTV3S,Furniture,PID-6997-810,SKU-316273,5,498.86,403.2,0.0,2494.3,2016.0,478.3,0.18,448.97,2.28,9,Invoice,Paid,0,,6.2,Silver,19.18,14
BetaWorks,2020-03-08,2020,West,USA,CUST00272,BET-100696,YMP4ELVMBG,Hardware,PID-3240-561,SKU-551858,5,180.63,149.65,0.0,903.15,748.25,154.9,0.18,162.57,7.1,0,Bank Transfer,Paid,0,,6.7,Silver,17.15,10
BetaWorks,2023-01-01,2023,West,USA,CUST00397,BET-101245,CTS8H5BQD2,Software,PID-8128-694,SKU-668336,4,,85.81,0.0,,343.24,,0.18,,17.39,2,Invoice,Paid,0,,,Bronze,,14
BetaWorks,2023-04-04,2023,Central,USA,CUST00621,BET-101244,BRFBFL0V8H,Hardware,PID-3240-615,SKU-130349,3,130.29,108.91,0.05,371.33,326.73,44.6,0.18,66.84,13.96,1,PayPal,Paid,0,,5.3,Bronze,12.01,14
BetaWorks,2019-04-13,2019,West,USA,CUST01328,BET-101029,MMNR1V1ZN5,Electronics,PID-2740-305,SKU-597677,4,222.74,130.82,0.5,445.48,523.28,-77.8,0.18,80.19,7.54,8,Bank Transfer,Paid,0,,9.3,Bronze,-17.46,17
BetaWorks,2020-10-14,2020,South,USA,CUST00954,BET-100598,633RGMUDII,Healthcare,PID-7674-582,SKU-964605,2,72.72,33.05,0.0,145.44,66.1,79.34,0.18,26.18,23.5,7,Bank Transfer,Paid,0,,7.3,Silver,54.55,1
BetaWorks,2023-07-28,2023,East,USA,CUST00300,BET-100219,FOL4VFZYKB,Hardware,PID-3240-135,SKU-822684,4,119.93,57.88,0.0,479.72,231.52,248.2,0.18,86.35,11.13,9,Invoice,Overdue,0,,,Bronze,51.74,46
BetaWorks,2021-06-03,2021,West,USA,CUST01185,BET-100813,C8EANR1CGW,Automotive,PID-9817-357,SKU-830761,2,1604.96,1217.7,0.0,3209.92,2435.4,774.52,0.18,577.79,5.86,-2,Bank Transfer,Paid,0,,9.3,Gold,24.13,7
BetaWorks,2022-09-17,2022,East,USA,CUST01277,BET-100500,FVBFEJRK2L,Furniture,PID-6997-134,SKU-713584,4,281.99,231.67,0.05,1071.56,926.68,144.88,0.18,192.88,13.55,1,PayPal,Paid,0,,5.1,Bronze,13.52,23
BetaWorks,2022-02-24,2022,North,USA,CUST01404,BET-100009,3B95OHS7AU,Hardware,PID-3240-333,SKU-585520,5,163.87,81.2,0.0,819.35,406.0,413.35,0.18,147.48,0.0,-2,PayPal,Paid,0,,6.4,Bronze,50.45,14
BetaWorks,2024-01-10,2024,International,UK,CUST01131,BET-100105,39UZC2PLHS,Electronics,PID-2740-938,SKU-671102,6,256.28,176.5,0.0,1537.68,1059.0,478.68,0.18,276.78,16.28,0,Cash,Paid,0,,3.2,Gold,31.13,28
BetaWorks,2020-05-06,2020,West,USA,CUST00726,BET-101039,47WHKUMCIS,Hardware,PID-3240-791,SKU-890418,4,240.21,194.42,0.15,816.71,777.68,39.03,0.18,147.01,18.09,0,PayPal,Paid,0,,8.8,Bronze,4.78,19
BetaWorks,2023-02-04,2023,West,USA,CUST00038,BET-101003,VZRPE7PKUB,Furniture,PID-6997-782,SKU-876538,3,471.54,352.24,0.2,1131.7,1056.72,74.98,0.18,203.71,5.07,2,Bank Transfer,Paid,1,Changed mind,5.0,Platinum,6.63,2
BetaWorks,2022-07-05,2022,International,UK,CUST00549,BET-100016,D0I2V4B2RC,Services,PID-8674-788,SKU-548099,2,233.69,154.43,0.2,373.9,308.86,65.04,0.18,67.3,10.92,-1,Bank Transfer,Paid,0,,5.5,Bronze,17.4,20
BetaWorks,2021-01-05,2021,Central,USA,CUST00463,BET-100595,H4O8JG78IA,Hardware,PID-3240-832,SKU-895802,4,165.73,125.88,0.5,331.46,503.52,-172.06,0.18,59.66,4.56,-2,Credit Card,Paid,0,,9.0,Bronze,-51.91,0
BetaWorks,2024-05-02,2024,South,USA,CUST00182,BET-101285,0MY1HR4ALV,Consumables,PID-9689-850,SKU-201738,6,7.38,3.34,0.5,22.14,20.04,2.1,0.18,3.99,0.0,-2,Credit Card,Paid,0,,7.3,Silver,9.49,25
BetaWorks,2019-03-20,2019,West,USA,CUST00870,BET-100135,H0FEEB9I9E,Furniture,PID-6997-780,SKU-284655,4,395.26,260.56,0.0,1581.04,1042.24,538.8,0.18,284.59,11.3,-2,Bank Transfer,Paid,0,,7.2,Bronze,34.08,28
BetaWorks,2022-12-27,2022,East,USA,CUST01238,BET-101272,8B71KVAXQU,Healthcare,PID-7674-190,SKU-479228,3,70.3,53.05,0.0,210.9,159.15,51.75,0.18,37.96,12.65,0,PayPal,Paid,0,,9.8,Bronze,24.54,24
BetaWorks,2019-01-16,2019,Central,USA,CUST01326,BET-100404,1VSVDT7663,Accessories,PID-5585-179,SKU-550212,4,48.68,23.5,0.0,194.72,94.0,100.72,0.18,35.05,22.01,11,Bank Transfer,Paid,0,,8.9,Gold,51.73,24
BetaWorks,2022-06-25,2022,East,USA,CUST01340,BET-101286,J2EZNJ8U81,Accessories,PID-5585-493,SKU-284350,4,44.43,37.28,0.15,151.06,149.12,1.94,0.18,27.19,21.5,-2,Invoice,Paid,0,,8.6,Silver,1.28,8
BetaWorks,2023-01-29,2023,International,AU,CUST00997,BET-101318,JKEW7FGA8X,Software,PID-8128-903,SKU-394259,4,117.83,99.18,0.05,447.75,396.72,51.03,0.18,80.6,16.91,7,PayPal,Paid,0,,6.0,Bronze,11.4,5
BetaWorks,2019-10-07,2019,East,USA,CUST00126,BET-100202,IMNSCHLSXJ,Electronics,PID-2740-761,SKU-327794,3,155.09,114.52,0.3,325.69,343.56,-17.87,0.18,58.62,11.89,4,Cash,Paid,0,,5.9,Silver,-5.49,16
BetaWorks,2019-03-12,2019,Central,USA,CUST00474,BET-101091,YFMQFKILKC,Services,PID-8674-459,SKU-546017,3,205.79,126.85,0.3,432.16,380.55,51.61,0.18,77.79,0.0,-1,Bank Transfer,Paid,0,,,Bronze,11.94,9
BetaWorks,2019-03-22,2019,West,USA,CUST00006,BET-100517,AS0O5DGRX0,Healthcare,PID-7674-156,SKU-594189,8,85.42,46.32,0.3,478.35,370.56,107.79,0.18,86.1,7.98,8,Credit Card,Paid,1,Changed mind,7.5,Bronze,22.53,6
BetaWorks,2024-12-21,2024,International,AU,CUST00494,BET-100960,1SSTCFHD82,Services,PID-8674-532,SKU-979881,2,248.52,122.89,0.0,497.04,245.78,251.26,0.18,89.47,7.34,-2,Credit Card,Paid,0,,6.2,Silver,50.55,14
BetaWorks,2022-09-18,2022,North,USA,CUST00205,BET-100482,0DOF83GAED,Healthcare,PID-7674-467,SKU-106366,5,85.65,60.57,0.05,406.84,302.85,103.99,0.18,73.23,11.27,0,Cash,Paid,0,,,Silver,25.56,19
BetaWorks,2024-07-14,2024,South,USA,CUST00218,BET-100281,ZOBZOUJJ30,Hardware,PID-3240-668,SKU-363915,1,170.56,106.45,0.0,170.56,106.45,64.11,0.18,30.7,12.11,-2,Bank Transfer,Pending,0,,5.1,Gold,37.59,117
BetaWorks,2022-01-23,2022,West,USA,CUST01470,BET-100456,7H0UMS48IW,Healthcare,PID-7674-986,SKU-602438,8,87.36,56.7,0.1,628.99,453.6,175.39,0.18,113.22,0.0,0,Bank Transfer,Paid,0,,8.5,Gold,27.88,15
BetaWorks,2019-02-02,2019,South,USA,CUST00613,BET-100705,ZGG1PRF3L4,Healthcare,PID-7674-363,SKU-585595,5,96.64,59.16,0.0,483.2,295.8,187.4,0.18,86.98,5.61,-1,Invoice,Paid,0,,7.3,Bronze,38.78,17
BetaWorks,2022-12-14,2022,East,USA,CUST00191,BET-100232,TCE9SB5MBZ,Hardware,PID-3240-288,SKU-374611,4,171.64,106.57,0.2,549.25,426.28,122.97,0.18,98.86,1.03,-2,Invoice,Paid,0,,10.0,Silver,22.39,1
BetaWorks,2021-12-06,2021,Central,USA,CUST00422,BET-100655,46ZMV4UXBO,Software,PID-8128-775,SKU-516381,2,,103.57,0.0,,207.14,,0.18,,8.07,7,Bank Transfer,Paid,0,,,Bronze,,4
BetaWorks,2019-04-29,2019,North,USA,CUST01225,BET-101137,A33OP3WFPI,Healthcare,PID-7674-712,SKU-487008,4,80.0,43.04,0.05,304.0,172.16,131.84,0.18,54.72,2.42,1,Credit Card,Pending,0,,8.7,Bronze,43.37,87
BetaWorks,2020-10-24,2020,Central,USA,CUST00224,BET-100454,1AHIIA7BW2,Software,PID-8128-697,SKU-288861,2,137.55,106.29,0.0,275.1,212.58,62.52,0.18,49.52,4.88,2,PayPal,Paid,0,,9.6,Bronze,22.73,20
BetaWorks,2024-10-08,2024,Central,USA,CUST00576,BET-100600,O1CMRT7JHD,Software,PID-8128-636,SKU-939853,2,107.7,88.95,0.0,215.4,177.9,37.5,0.18,38.77,11.59,2,Cash,Paid,0,,2.5,Gold,17.41,24
BetaWorks,2021-01-16,2021,North,USA,CUST01187,BET-100215,1IWAAYRIBE,Office Supplies,PID-9397-604,SKU-926897,3,11.59,9.85,0.0,34.77,29.55,5.22,0.18,6.26,11.66,0,Credit Card,Paid,0,,9.1,Bronze,15.01,9
BetaWorks,2023-05-09,2023,West,USA,CUST01360,BET-100707,L8NV9UZI3L,Healthcare,PID-7674-547,SKU-522969,4,89.97,45.01,0.0,359.88,180.04,179.84,0.18,64.78,3.5,7,Credit Card,Paid,0,,3.0,Platinum,49.97,27
BetaWorks,2019-02-10,2019,West,USA,CUST00800,BET-100942,91D35I9X4N,Furniture,PID-6997-454,SKU-337211,6,465.02,265.39,0.0,2790.12,1592.34,1197.78,0.18,502.22,8.39,5,Bank Transfer,Paid,0,,6.9,Gold,42.93,6
BetaWorks,2023-10-28,2023,North,USA,CUST00734,BET-100002,7FQTKPCSW2,Consumables,PID-9689-467,SKU-870955,6,5.33,4.06,0.0,31.98,24.36,7.62,0.18,5.76,8.95,4,Invoice,Paid,0,,5.3,Gold,23.83,5
BetaWorks,2021-08-13,2021,West,USA,CUST00086,BET-100094,Q8OBW3J6SO,Consumables,PID-9689-277,SKU-147418,6,4.22,1.99,0.2,20.26,11.94,8.32,0.18,3.65,22.99,-2,Credit Card,Paid,0,,5.2,Gold,41.07,2
BetaWorks,2020-12-18,2020,East,USA,CUST00533,BET-100093,1VRKF4HT69,Accessories,PID-5585-117,SKU-637456,4,56.8,30.3,0.0,227.2,121.2,106.0,0.18,40.9,6.79,3,Credit Card,Paid,0,,5.6,Silver,46.65,18
BetaWorks,2019-09-18,2019,North,USA,CUST01487,BET-100834,SQPZYGWEZU,Accessories,PID-5585-699,SKU-975034,4,38.93,20.05,0.0,155.72,80.2,75.52,0.18,28.03,20.98,0,Invoice,Paid,0,,9.8,Bronze,48.5,10
BetaWorks,2019-01-11,2019,East,USA,CUST01241,BET-100317,KA65FZ2RIM,Software,PID-8128-184,SKU-663369,3,117.09,61.89,0.0,351.27,185.67,165.6,0.18,63.23,5.07,9,Cash,Paid,0,,7.3,Silver,47.14,25
BetaWorks,2022-02-08,2022,North,USA,CUST01183,BET-100335,ASHEZJ9V9L,Services,PID-8674-351,SKU-687327,4,365.38,233.99,0.0,1461.52,935.96,525.56,0.18,263.07,13.33,-2,Invoice,Paid,0,,10.0,Bronze,35.96,24
BetaWorks,2024-07-14,2024,East,USA,CUST00264,BET-100559,1F1W5ZS9BK,Software,PID-8128-979,SKU-420146,6,126.74,64.81,0.5,380.22,388.86,-8.64,0.18,68.44,10.79,13,Credit Card,Paid,0,,8.9,Gold,-2.27,16
BetaWorks,2024-11-16,2024,North,USA,CUST00644,BET-100835,2AZE5EZKJS,Office Supplies,PID-9397-899,SKU-468161,5,10.89,8.28,0.3,38.12,41.4,-3.28,0.18,6.86,23.18,8,Invoice,Paid,0,,4.3,Bronze,-8.6,16
BetaWorks,2024-12-16,2024,South,USA,CUST01281,BET-100901,NS6CWE6JRV,Accessories,PID-5585-357,SKU-792718,5,42.66,23.47,0.3,149.31,117.35,31.96,0.18,26.88,25.66,2,Cash,Paid,0,,4.7,Bronze,21.41,8
BetaWorks,2022-03-14,2022,East,USA,CUST00464,BET-100518,PTNPNZXKCB,Electronics,PID-2740-168,SKU-196039,3,274.27,225.96,0.05,781.67,677.88,103.79,0.18,140.7,11.65,1,Bank Transfer,Paid,0,,6.9,Silver,13.28,22
BetaWorks,2020-05-07,2020,East,USA,CUST00834,BET-100192,L8U8PN74FY,Electronics,PID-2740-987,SKU-542185,5,217.27,112.62,0.15,923.4,563.1,360.3,0.18,166.21,17.12,10,Bank Transfer,Paid,0,,4.0,Bronze,39.02,24
BetaWorks,2024-08-25,2024,International,DE,CUST01442,BET-101088,V6SU1LQXT2,Office Supplies,PID-9397-905,SKU-599219,3,15.49,9.18,0.0,46.47,27.54,18.93,0.18,8.36,3.64,9,Credit Card,Paid,0,,7.0,Silver,40.74,2
BetaWorks,2019-06-03,2019,Central,USA,CUST00569,BET-100586,77RUEOC7JN,Healthcare,PID-7674-765,SKU-185695,3,89.38,50.54,0.5,134.07,151.62,-17.55,0.18,24.13,5.16,4,Credit Card,Paid,0,,4.4,Silver,-13.09,21
BetaWorks,2021-04-24,2021,International,AU,CUST01002,BET-100570,OUWFIAJIJN,Healthcare,PID-7674-418,SKU-533371,2,90.73,51.01,0.05,172.39,102.02,70.37,0.18,31.03,11.31,8,Bank Transfer,Paid,0,,7.0,Bronze,40.82,9
BetaWorks,2022-01-28,2022,International,UK,CUST00476,BET-100768,6QXCWNI30Y,Office Supplies,PID-9397-707,SKU-296174,3,18.22,15.44,0.0,54.66,46.32,8.34,0.18,9.84,9.41,11,Cash,Paid,0,,3.9,Gold,15.26,29
BetaWorks,2024-03-30,2024,South,USA,CUST00906,BET-100489,L5D9AU6MTQ,Hardware,PID-3240-139,SKU-936755,2,,65.71,0.0,,131.42,,0.18,,9.45,-2,Cash,Paid,0,,,Gold,,15
BetaWorks,2024-02-26,2024,Central,USA,CUST00771,BET-100304,BHLF80HKKW,Consumables,PID-9689-364,SKU-522540,2,6.47,5.08,0.0,12.94,10.16,2.78,0.18,2.33,0.0,13,PayPal,Paid,0,,7.2,Gold,21.48,27
BetaWorks,2024-06-17,2024,West,USA,CUST00081,BET-100774,53GWTFCC2S,Healthcare,PID-7674-737,SKU-785602,3,90.11,63.63,0.0,270.33,190.89,79.44,0.18,48.66,7.61,5,Bank Transfer,Paid,0,,5.8,Bronze,29.39,17
BetaWorks,2024-01-08,2024,South,USA,CUST00789,BET-100968,IGAE7UTEI5,Electronics,PID-2740-179,SKU-952186,5,261.62,140.13,0.15,1111.88,700.65,411.23,0.18,200.14,8.92,13,PayPal,Paid,0,,6.7,Silver,36.99,9
BetaWorks,2024-07-23,2024,West,USA,CUST00600,BET-100612,WUAMRIJPUK,Furniture,PID-6997-605,SKU-931284,3,545.09,370.14,0.0,1635.27,1110.42,524.85,0.18,294.35,11.98,3,Cash,Paid,0,,6.1,Bronze,32.1,14
BetaWorks,2020-07-25,2020,Central,USA,CUST00867,BET-100069,QK5FP7AH2C,Accessories,PID-5585-616,SKU-482904,3,40.78,34.39,0.0,122.34,103.17,19.17,0.18,22.02,13.9,-2,Credit Card,Paid,0,,6.3,Bronze,15.67,2
BetaWorks,2021-12-08,2021,East,USA,CUST01398,BET-101302,CD1W6RUD5W,Electronics,PID-2740-174,SKU-752476,7,108.18,55.77,0.0,757.26,390.39,366.87,0.18,136.31,18.1,17,Invoice,Paid,0,,9.2,Bronze,48.45,19
BetaWorks,2023-04-12,2023,Central,USA,CUST00100,BET-100345,W1PY8258J2,Hardware,PID-3240-301,SKU-414585,1,70.87,59.45,0.1,63.78,59.45,4.33,0.18,11.48,16.87,9,Invoice,Paid,0,,7.6,Bronze,6.79,11
BetaWorks,2024-06-29,2024,North,USA,CUST00666,BET-100833,94PEF10LJR,Accessories,PID-5585-470,SKU-345226,2,20.69,15.86,0.0,41.38,31.72,9.66,0.18,7.45,15.41,3,Cash,Paid,0,,7.9,Silver,23.34,29
BetaWorks,2021-12-31,2021,Central,USA,CUST01457,BET-101016,U0F5E47RHO,Accessories,PID-5585-746,SKU-964036,4,47.36,30.36,0.0,189.44,121.44,68.0,0.18,34.1,2.33,-2,PayPal,Paid,0,,6.3,Bronze,35.9,16
BetaWorks,2021-07-09,2021,North,USA,CUST01022,BET-100592,U6SJJFZP0T,Office Supplies,PID-9397-985,SKU-529251,4,8.59,5.94,0.0,34.36,23.76,10.6,0.18,6.18,9.82,4,Credit Card,Paid,0,,7.9,Gold,30.85,2
BetaWorks,2023-01-25,2023,South,USA,CUST01486,BET-101291,VR9DCASW22,Services,PID-8674-255,SKU-353024,5,330.11,218.88,0.2,1320.44,1094.4,226.04,0.18,237.68,13.97,3,Bank Transfer,Overdue,0,,7.0,Bronze,17.12,44
BetaWorks,2019-08-03,2019,West,USA,CUST00426,BET-100710,RUJ9YCSRK5,Software,PID-8128-633,SKU-442655,6,106.67,74.76,0.0,640.02,448.56,191.46,0.18,115.2,15.31,-2,Bank Transfer,Paid,0,,6.4,Bronze,29.91,5
